Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,UpCard_Suit,UpCard_Number,,Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,,Own Crib (frequencies),,,,,,Other Crib,,,
Bill,12,D,9,H,12,H,12,S,S,5,,You,1,S,4,C,8,H,10,S,,,,,,,,,,,
Bill,12,D,9,H,12,H,12,S,S,5,,Bill,4,S,6,D,1,H,7,H,,,,,,,,,,,
Bill,12,D,9,H,12,H,12,S,S,5,,You,4,H,2,C,11,H,13,D,,,,,,,,,,,
Bill,12,D,9,H,12,H,12,S,S,5,,Bill,4,H,2,C,6,H,13,D,,,,,,,,,,,
Bill,12,D,9,H,12,H,12,S,S,5,,You,7,S,1,S,3,H,5,C,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,3,D,7,S,4,S,13,S,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,You,5,C,3,H,1,C,11,S,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,3,S,1,C,9,S,9,D,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,You,8,H,6,C,8,C,10,S,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,3,S,8,C,4,H,4,C,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,13,C,6,C,11,H,11,C,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,You,9,C,7,C,1,C,8,H,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,7,D,13,D,5,H,12,H,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,You,9,D,6,S,3,C,5,C,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,3,H,12,C,5,C,13,S,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,You,3,C,4,H,2,S,13,C,,,,,,,,,,,
You,1,H,1,D,2,H,9,H,S,10,,Bill,9,C,12,H,4,D,6,D,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,You,12,H,11,S,2,S,12,C,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,Bill,1,C,13,C,2,H,11,H,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,Bill,6,C,4,H,5,H,11,S,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,You,3,C,10,H,1,H,11,C,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,Bill,10,C,4,C,4,S,13,S,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,You,4,C,3,S,7,C,10,H,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,Bill,4,S,2,C,5,S,10,D,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,You,12,D,3,S,10,D,13,H,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,Bill,4,D,2,S,2,D,7,D,,,,,,,,,,,
Bill,13,S,12,C,2,D,2,C,D,3,,You,13,S,13,D,1,S,2,C,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,1,C,9,H,5,C,11,C,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,8,D,1,D,6,C,13,H,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,You,9,H,8,C,1,D,11,C,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,13,C,4,H,10,H,13,H,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,You,3,D,2,D,2,C,12,D,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,11,S,2,D,6,D,6,C,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,You,8,S,7,C,2,H,9,C,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,13,D,2,H,2,D,9,D,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,You,13,C,5,C,1,C,11,D,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,Bill,13,D,7,D,10,H,10,S,,,,,,,,,,,
Bill,13,C,2,C,5,C,11,C,D,10,,You,12,D,6,C,11,S,12,C,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,Bill,3,C,13,C,12,H,12,C,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,You,11,S,10,D,1,S,6,D,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,Bill,1,D,9,H,2,D,13,D,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,You,2,D,7,H,2,C,4,S,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,Bill,1,H,5,D,3,S,3,C,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,You,13,C,12,C,3,H,12,S,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,Bill,11,D,3,S,4,C,13,S,,,,,,,,,,,
You,9,C,6,H,2,H,7,D,S,13,,You,8,D,7,C,4,D,5,S,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,Bill,11,S,10,C,5,H,12,C,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,Bill,2,D,8,D,8,H,12,C,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,You,6,S,7,S,2,S,7,D,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,Bill,13,C,1,S,7,D,13,D,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,You,4,H,5,D,2,C,3,D,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,Bill,13,C,10,D,7,H,10,S,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,You,13,S,7,C,9,S,13,H,,,,,,,,,,,
Bill,9,S,2,C,3,D,8,D,S,10,,Bill,4,H,3,D,6,S,9,D,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,Bill,7,C,6,H,6,D,9,C,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,You,1,C,6,S,3,H,4,H,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,Bill,13,H,8,D,10,D,13,C,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,You,4,H,11,D,12,D,13,S,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,Bill,9,D,11,C,12,H,13,D,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,You,13,S,11,H,8,H,10,H,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,Bill,2,C,7,D,4,S,4,C,,,,,,,,,,,
You,12,S,9,D,2,S,10,H,D,7,,You,2,D,2,C,6,D,9,S,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,13,H,4,S,5,C,11,S,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,You,8,C,9,S,7,H,10,D,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,9,D,12,D,9,H,13,H,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,You,9,C,6,C,3,C,12,C,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,7,S,8,S,8,H,9,S,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,You,10,H,5,H,7,H,13,C,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,6,H,13,H,6,D,6,C,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,You,4,S,2,H,1,H,12,S,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,12,D,8,C,6,D,8,H,,,,,,,,,,,
Bill,10,S,1,D,4,D,9,D,C,11,,Bill,12,H,13,D,2,S,9,D,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,You,6,S,11,C,8,H,11,D,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,Bill,3,C,8,C,6,C,7,H,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,You,7,C,10,H,4,S,10,D,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,Bill,3,S,8,S,11,H,11,D,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,You,8,D,1,S,8,H,10,S,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,Bill,6,C,10,S,1,H,7,C,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,You,11,D,9,C,3,S,12,H,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,Bill,8,C,9,H,2,C,8,H,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,Bill,6,D,4,C,5,D,11,S,,,,,,,,,,,
You,13,S,11,S,10,D,13,D,D,12,,You,1,D,2,C,2,S,4,D,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,Bill,12,D,9,D,3,S,6,H,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,You,9,S,6,D,3,H,13,C,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,Bill,1,S,7,S,1,H,5,H,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,You,8,D,2,S,4,H,8,H,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,Bill,4,H,2,S,4,S,7,C,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,You,6,S,8,D,9,S,10,C,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,Bill,7,S,13,H,12,C,13,C,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,You,8,S,10,H,4,C,8,H,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,Bill,2,C,4,D,4,S,8,S,,,,,,,,,,,
Bill,12,H,13,C,7,D,7,C,D,5,,You,2,D,7,S,10,H,12,C,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,Bill,1,C,7,C,12,H,12,S,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,You,10,C,13,S,10,S,13,D,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,Bill,2,S,13,C,9,S,10,H,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,Bill,3,C,7,S,5,D,11,H,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,You,10,S,8,H,7,C,10,H,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,Bill,3,S,13,C,9,H,12,C,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,You,7,H,7,C,6,D,12,D,,,,,,,,,,,
You,3,S,6,S,9,H,12,S,C,12,,Bill,13,S,8,H,8,S,9,D,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,You,5,S,5,C,11,H,13,C,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,Bill,13,C,9,C,11,S,11,C,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,You,11,S,13,C,8,S,11,C,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,Bill,3,S,1,H,1,D,8,H,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,You,4,S,2,C,7,S,11,C,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,Bill,1,C,7,C,1,D,7,D,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,You,11,D,5,C,6,D,10,H,,,,,,,,,,,
Bill,8,S,7,H,6,C,8,C,C,13,,Bill,9,C,8,D,2,H,12,S,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,You,4,S,13,C,1,D,11,H,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,Bill,2,C,3,H,6,S,7,C,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,You,2,S,12,C,5,S,8,C,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,Bill,2,S,13,C,8,D,9,C,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,Bill,3,H,8,S,11,S,13,S,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,You,10,D,5,H,7,S,9,C,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,Bill,4,C,7,H,1,H,1,S,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,You,12,C,5,D,8,S,10,H,,,,,,,,,,,
You,4,D,7,S,2,S,9,C,H,7,,Bill,1,H,9,D,7,D,8,C,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,You,1,S,9,S,11,S,13,C,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,Bill,11,C,7,D,5,H,5,C,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,You,13,H,11,D,2,S,9,H,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,Bill,3,H,4,S,6,S,9,S,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,You,13,C,5,D,7,C,11,S,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,Bill,4,C,12,D,2,S,11,S,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,You,7,H,9,H,4,D,9,C,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,Bill,7,C,9,C,12,H,13,C,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,You,6,D,7,D,4,C,10,S,,,,,,,,,,,
Bill,12,S,8,S,1,H,1,C,S,6,,Bill,2,C,13,D,11,D,11,C,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,You,2,H,3,H,2,C,7,H,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,Bill,11,S,11,C,4,D,8,C,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,Bill,2,S,13,C,13,H,13,D,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,You,11,H,4,S,2,D,8,C,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,Bill,7,H,7,S,1,S,12,D,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,You,11,C,5,S,6,D,8,C,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,Bill,10,S,13,H,2,D,6,H,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,You,11,C,4,S,1,H,12,S,,,,,,,,,,,
You,7,C,6,S,9,H,13,S,D,13,,Bill,3,S,11,C,7,H,12,C,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,You,2,H,1,D,9,S,12,D,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,Bill,5,C,9,H,9,D,12,H,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,You,10,S,11,H,7,H,7,S,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,Bill,13,H,11,H,1,D,9,C,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,You,13,S,10,S,7,S,9,D,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,Bill,13,S,3,S,3,C,6,C,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,You,11,S,13,C,1,H,4,D,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,Bill,12,H,9,S,7,C,8,C,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,You,13,D,12,C,7,S,11,C,,,,,,,,,,,
Bill,3,S,9,S,7,S,8,H,C,1,,Bill,4,D,6,D,2,H,11,H,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,Bill,1,S,12,H,1,C,4,H,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,10,D,7,H,7,D,12,H,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,Bill,13,D,9,C,5,S,8,D,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,12,S,10,C,1,S,6,H,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,Bill,13,D,7,D,2,H,2,D,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,12,H,1,H,2,S,9,H,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,Bill,2,D,9,S,6,C,9,D,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,10,H,3,D,4,D,9,S,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,3,C,7,S,8,H,12,C,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,Bill,3,C,13,D,1,H,1,S,,,,,,,,,,,
You,3,S,6,S,2,D,5,H,H,3,,You,12,D,13,D,10,D,11,D,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,Bill,6,S,9,S,5,H,12,S,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,You,9,C,8,C,2,C,4,H,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,Bill,2,C,13,C,3,S,9,H,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,You,11,D,12,S,6,H,8,H,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,Bill,1,D,1,H,5,S,9,C,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,You,13,D,11,S,4,D,12,C,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,Bill,11,C,1,S,8,D,9,D,,,,,,,,,,,
Bill,8,S,10,D,4,S,4,D,H,5,,You,13,S,4,D,10,H,13,C,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,13,H,8,H,3,D,9,C,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,You,10,H,8,H,3,C,10,S,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,12,D,1,C,3,H,4,D,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,You,7,H,6,D,2,S,6,C,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,8,S,3,H,7,H,11,D,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,You,12,H,9,D,1,H,12,C,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,10,C,2,C,10,S,13,S,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,12,H,11,H,11,S,11,C,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,You,1,D,1,S,2,H,5,H,,,,,,,,,,,
You,9,C,10,S,7,S,10,D,H,4,,Bill,7,C,8,D,8,C,12,H,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,You,1,S,1,C,6,H,12,C,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,Bill,7,S,9,D,6,H,6,S,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,You,2,S,8,C,3,C,10,S,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,Bill,2,C,9,D,6,D,8,H,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,You,6,D,8,C,7,D,10,C,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,You,3,C,4,C,1,C,13,S,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,Bill,6,S,8,S,1,D,11,S,,,,,,,,,,,
You,13,D,12,H,9,S,13,C,S,3,,You,1,C,2,S,8,H,11,C,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,Bill,5,S,8,S,4,D,7,C,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,You,12,H,13,S,2,H,4,S,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,Bill,6,D,12,H,13,H,13,C,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,You,5,D,12,D,3,S,4,H,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,Bill,2,H,6,C,8,H,8,D,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,You,7,D,10,D,2,C,12,S,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,Bill,1,D,8,D,6,C,9,S,,,,,,,,,,,
Bill,11,S,2,H,10,S,10,C,H,8,,You,3,C,11,C,3,S,9,H,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,Bill,13,C,11,H,2,S,6,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,You,10,D,5,S,10,C,13,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,Bill,1,D,9,H,3,S,13,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,You,1,S,2,C,2,D,7,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,Bill,13,C,4,H,2,D,8,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,You,3,H,6,S,11,C,13,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,Bill,2,D,7,S,1,H,12,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,You,8,C,7,H,6,S,13,H,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,Bill,1,H,3,H,2,H,2,D,,,,,,,,,,,
You,13,H,9,S,4,D,9,D,D,2,,You,2,S,4,S,5,C,6,D,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,Bill,4,C,6,H,12,D,12,C,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,You,4,D,4,C,6,H,12,S,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,Bill,8,H,3,C,7,C,8,C,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,You,2,H,6,C,9,S,13,H,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,Bill,3,S,1,C,8,H,11,D,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,You,13,D,13,C,11,S,12,D,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,Bill,6,H,11,C,1,D,1,C,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,You,6,C,9,D,3,S,5,D,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,You,6,C,9,C,7,S,12,S,,,,,,,,,,,
Bill,10,H,7,S,1,C,8,C,C,6,,Bill,8,H,13,D,3,D,11,D,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,6,H,6,S,1,C,13,C,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,1,S,10,D,5,D,11,H,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,2,S,7,S,6,S,12,D,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,9,C,13,H,12,D,12,C,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,6,S,11,H,1,S,1,D,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,6,C,10,S,5,H,9,S,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,1,C,2,H,10,S,12,C,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,7,H,8,D,8,H,9,C,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,4,H,13,D,1,H,4,D,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,11,D,2,S,10,S,13,S,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,You,5,D,12,D,4,D,9,S,,,,,,,,,,,
You,9,C,9,S,4,D,13,S,S,12,,Bill,11,C,6,D,4,H,7,S,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,9,H,2,C,6,S,11,C,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,Bill,11,H,9,H,6,D,7,H,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,6,C,7,C,9,S,12,D,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,3,H,3,S,7,D,11,H,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,Bill,12,C,12,H,2,S,9,C,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,1,H,9,D,4,S,10,C,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,Bill,4,S,9,S,6,D,10,D,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,9,D,10,S,8,S,10,H,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,Bill,2,S,7,D,8,S,8,D,,,,,,,,,,,
Bill,12,S,4,C,6,C,9,D,H,3,,You,2,S,7,D,4,D,12,H,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,Bill,2,S,7,H,5,D,6,C,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,You,13,C,13,D,7,H,12,C,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,Bill,12,D,9,H,5,S,13,S,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,You,3,D,1,S,10,H,12,C,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,Bill,12,H,1,C,1,H,4,S,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,You,12,H,5,S,10,S,11,C,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,Bill,2,C,1,C,11,H,11,S,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,You,5,C,13,D,7,H,12,S,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,Bill,11,S,10,C,2,D,10,H,,,,,,,,,,,
You,13,H,10,S,3,S,13,D,S,6,,You,9,S,6,S,7,D,9,D,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,Bill,3,D,9,H,6,S,8,H,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,You,12,D,13,C,8,H,13,S,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,Bill,7,H,10,C,7,D,8,H,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,You,4,H,4,D,6,H,7,C,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,Bill,2,C,7,C,10,H,10,S,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,You,6,H,9,D,6,C,10,H,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,Bill,3,H,3,D,2,C,7,S,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,You,12,H,12,D,2,S,7,S,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,You,7,S,1,H,9,H,12,S,,,,,,,,,,,
Bill,13,D,3,S,5,S,13,H,C,13,,Bill,8,H,2,C,13,H,13,D,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,You,6,C,10,D,3,D,7,C,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,Bill,10,H,7,D,6,H,10,S,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,You,4,H,12,S,1,D,5,S,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,Bill,10,D,4,D,1,D,2,D,,,,,,,,,,,
