Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,UpCard_Suit,UpCard_Number,,Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,,Own Crib (frequencies),,,,,,Other Crib,,,
Bill,7,H,7,C,9,S,12,S,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,7,H,7,C,9,S,12,S,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,7,H,7,C,9,S,12,S,H,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
You,1,C,7,D,4,D,8,S,S,10,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,11,C,2,H,1,S,10,H,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,12,C,12,H,12,S,H,7,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
You,2,C,3,S,1,D,7,H,C,5,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,8,H,5,C,10,C,S,4,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
You,2,D,8,C,8,D,11,C,H,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,8,C,6,C,9,S,D,4,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
You,4,D,8,D,1,H,12,D,H,7,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,7,S,11,S,12,H,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,4,C,8,H,10,S,13,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,1,S,12,D,12,C,H,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,4,C,6,S,2,S,12,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,3,D,11,S,12,H,12,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
You,10,S,5,D,9,S,13,H,H,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,4,D,6,S,9,D,C,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
You,7,S,6,H,1,H,2,H,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,D,6,D,12,S,12,C,C,3,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,3,H,3,D,4,C,13,H,C,6,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
You,4,S,2,C,1,D,6,S,S,9,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,13,S,4,D,2,S,2,D,S,1,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,S,11,H,2,D,10,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
Bill,10,D,7,C,1,C,12,H,C,10,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
You,11,C,8,C,1,D,7,C,C,12,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,8,H,11,S,8,C,13,H,S,7,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
You,11,S,11,H,3,S,8,C,H,3,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,8,S,13,S,13,C,C,8,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
You,13,S,12,H,2,H,5,H,H,1,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
Bill,12,S,11,H,11,C,13,C,S,3,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
You,5,C,1,H,10,C,12,H,S,8,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,12,C,13,D,6,C,13,S,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
You,4,H,13,S,7,H,11,C,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
Bill,2,H,11,S,6,C,8,C,C,3,,,,,,,,,,,,,,,,,,,,,
You,9,C,9,D,8,C,13,S,H,13,,,,,,,,,,,,,,,,,,,,,
You,9,C,9,D,8,C,13,S,H,13,,,,,,,,,,,,,,,,,,,,,
You,9,C,9,D,8,C,13,S,H,13,,,,,,,,,,,,,,,,,,,,,
You,9,C,9,D,8,C,13,S,H,13,,,,,,,,,,,,,,,,,,,,,
You,9,C,9,D,8,C,13,S,H,13,,,,,,,,,,,,,,,,,,,,,
